id,polygon,R,Rc,correct
1,7,5.5,5.5,1
1,7,5.5,5.5,0
1,7,5.5,6.05,1
1,9,3.5,7.0,1
1,9,3.5,6.65,1
1,9,3.5,6.3,1
1,9,3.5,5.95,1
1,9,3.5,5.6,1
1,9,3.5,5.25,1
1,9,3.5,4.9,1
1,9,3.5,4.55,1
1,9,3.5,4.2,1
1,9,3.5,3.85,1
1,9,3.5,3.5,1
1,9,3.5,3.5,1
1,9,3.5,3.5,0
1,9,3.5,3.85,1
1,9,3.5,3.5,0
1,9,3.5,3.85,1
1,3,5.5,11.0,1
1,3,5.5,10.45,1
1,3,5.5,9.9,1
1,3,5.5,9.35,1
1,3,5.5,8.8,1
1,3,5.5,8.25,1
1,3,5.5,7.7,1
1,3,5.5,7.15,0
1,3,5.5,7.7,1
1,3,5.5,7.15,1
1,3,5.5,6.6,1
1,3,5.5,6.05,1
1,3,5.5,5.5,0
1,3,5.5,6.05,1
1,7,3.5,7.0,1
1,7,3.5,6.65,1
1,7,3.5,6.3,1
1,7,3.5,5.95,1
1,7,3.5,5.6,1
1,7,3.5,5.25,1
1,7,3.5,4.9,1
1,7,3.5,4.55,1
1,7,3.5,4.2,1
1,7,3.5,3.85,1
1,7,3.5,3.5,0
1,7,3.5,3.85,1
1,7,3.5,3.5,1
1,7,3.5,3.5,1
1,7,3.5,3.5,0
1,7,3.5,3.85,1
1,5,0.5,1.0,1
1,5,0.5,0.95,1
1,5,0.5,0.9,1
1,5,0.5,0.85,1
1,5,0.5,0.8,1
1,5,0.5,0.75,1
1,5,0.5,0.7,1
1,5,0.5,0.65,1
1,5,0.5,0.6,1
1,5,0.5,0.55,1
1,5,0.5,0.5,0
1,5,0.5,0.55,1
1,5,0.5,0.5,1
1,5,0.5,0.5,1
1,5,0.5,0.5,0
1,5,0.5,0.55,1
1,7,2.0,4.0,1
1,7,2.0,3.8,1
1,7,2.0,3.6,1
1,7,2.0,3.4,1
1,7,2.0,3.2,1
1,7,2.0,3.0,1
1,7,2.0,2.8,1
1,7,2.0,2.6,1
1,7,2.0,2.4,1
1,7,2.0,2.2,1
1,7,2.0,2.0,0
1,7,2.0,2.2,1
1,7,2.0,2.0,1
1,7,2.0,2.0,1
1,7,2.0,2.0,1
1,7,2.0,2.0,1
1,7,2.0,2.0,1
1,7,2.0,2.0,0
1,7,2.0,2.2,1
1,5,1.0,2.0,1
1,5,1.0,1.9,1
1,5,1.0,1.8,1
1,5,1.0,1.7,1
1,5,1.0,1.6,1
1,5,1.0,1.5,1
1,5,1.0,1.4,1
1,5,1.0,1.3,1
1,5,1.0,1.2,1
1,5,1.0,1.1,1
1,5,1.0,1.0,1
1,5,1.0,1.0,0
1,5,1.0,1.1,1
1,5,1.0,1.0,1
1,5,1.0,1.0,1
1,5,1.0,1.0,1
1,5,1.0,1.0,0
1,5,1.0,1.1,1
1,3,1.0,2.0,1
1,3,1.0,1.9,1
1,3,1.0,1.8,1
1,3,1.0,1.7,1
1,3,1.0,1.6,1
1,3,1.0,1.5,1
1,3,1.0,1.4,1
1,3,1.0,1.3,1
1,3,1.0,1.2,1
1,3,1.0,1.1,1
1,3,1.0,1.0,0
1,3,1.0,1.1,1
1,3,1.0,1.0,0
1,3,1.0,1.1,1
1,9,2.0,4.0,1
1,9,2.0,3.8,1
1,9,2.0,3.6,1
1,9,2.0,3.4,1
1,9,2.0,3.2,1
1,9,2.0,3.0,1
1,9,2.0,2.8,1
1,9,2.0,2.6,1
1,9,2.0,2.4,1
1,9,2.0,2.2,1
1,9,2.0,2.0,0
1,9,2.0,2.2,1
1,9,2.0,2.0,0
1,9,2.0,2.2,1
2,9,5.5,11.0,1
2,9,5.5,10.45,1
2,9,5.5,9.9,1
2,9,5.5,9.35,1
2,9,5.5,8.8,1
2,9,5.5,8.25,1
2,9,5.5,7.7,1
2,9,5.5,7.15,1
2,9,5.5,6.6,1
2,9,5.5,6.05,1
2,9,5.5,5.5,1
2,9,5.5,5.5,0
2,9,5.5,6.05,1
2,9,5.5,5.5,1
2,9,5.5,5.5,0
2,9,5.5,6.05,1
2,3,3.5,7.0,1
2,3,3.5,6.65,1
2,3,3.5,6.3,1
2,3,3.5,5.95,1
2,3,3.5,5.6,1
2,3,3.5,5.25,1
2,3,3.5,4.9,1
2,3,3.5,4.55,1
2,3,3.5,4.2,1
2,3,3.5,3.85,1
2,3,3.5,3.5,1
2,3,3.5,3.5,1
2,3,3.5,3.5,0
2,3,3.5,3.85,1
2,3,3.5,3.5,0
2,3,3.5,3.85,1
2,5,5.5,11.0,1
2,5,5.5,10.45,1
2,5,5.5,9.9,1
2,5,5.5,9.35,1
2,5,5.5,8.8,1
2,5,5.5,8.25,1
2,5,5.5,7.7,1
2,5,5.5,7.15,1
2,5,5.5,6.6,1
2,5,5.5,6.05,1
2,5,5.5,5.5,0
2,5,5.5,6.05,1
2,5,5.5,5.5,0
2,5,5.5,6.05,1
2,7,1.0,2.0,1
2,7,1.0,1.9,1
2,7,1.0,1.8,1
2,7,1.0,1.7,1
2,7,1.0,1.6,1
2,7,1.0,1.5,1
2,7,1.0,1.4,1
2,7,1.0,1.3,1
2,7,1.0,1.2,1
2,7,1.0,1.1,1
2,7,1.0,1.0,1
2,7,1.0,1.0,0
2,7,1.0,1.1,1
2,7,1.0,1.0,1
2,7,1.0,1.0,0
2,7,1.0,1.1,1
2,5,3.5,7.0,1
2,5,3.5,6.65,1
2,5,3.5,6.3,1
2,5,3.5,5.95,1
2,5,3.5,5.6,1
2,5,3.5,5.25,1
2,5,3.5,4.9,1
2,5,3.5,4.55,1
2,5,3.5,4.2,1
2,5,3.5,3.85,1
2,5,3.5,3.5,0
2,5,3.5,3.85,1
2,5,3.5,3.5,0
2,5,3.5,3.85,1
2,7,0.5,1.0,1
2,7,0.5,0.95,1
2,7,0.5,0.9,1
2,7,0.5,0.85,1
2,7,0.5,0.8,1
2,7,0.5,0.75,1
2,7,0.5,0.7,1
2,7,0.5,0.65,1
2,7,0.5,0.6,1
2,7,0.5,0.55,1
2,7,0.5,0.5,0
2,7,0.5,0.55,1
2,7,0.5,0.5,1
2,7,0.5,0.5,0
2,7,0.5,0.55,1
2,9,0.5,1.0,1
2,9,0.5,0.95,1
2,9,0.5,0.9,1
2,9,0.5,0.85,1
2,9,0.5,0.8,1
2,9,0.5,0.75,1
2,9,0.5,0.7,1
2,9,0.5,0.65,1
2,9,0.5,0.6,1
2,9,0.5,0.55,1
2,9,0.5,0.5,0
2,9,0.5,0.55,1
2,9,0.5,0.5,1
2,9,0.5,0.5,1
2,9,0.5,0.5,0
2,9,0.5,0.55,0
2,9,0.5,0.6,1
2,3,2.0,4.0,1
2,3,2.0,3.8,1
2,3,2.0,3.6,1
2,3,2.0,3.4,1
2,3,2.0,3.2,1
2,3,2.0,3.0,1
2,3,2.0,2.8,1
2,3,2.0,2.6,1
2,3,2.0,2.4,1
2,3,2.0,2.2,1
2,3,2.0,2.0,0
2,3,2.0,2.2,1
2,3,2.0,2.0,1
2,3,2.0,2.0,1
2,3,2.0,2.0,1
2,3,2.0,2.0,0
2,3,2.0,2.2,1
2,5,2.0,4.0,1
2,5,2.0,3.8,0
2,5,2.0,4.0,1
2,5,2.0,3.8,1
2,5,2.0,3.6,1
2,5,2.0,3.4,1
2,5,2.0,3.2,1
2,5,2.0,3.0,1
2,5,2.0,2.8,1
2,5,2.0,2.6,1
2,5,2.0,2.4,1
2,5,2.0,2.2,1
2,5,2.0,2.0,1
2,5,2.0,2.0,0
2,5,2.0,2.2,1
2,9,1.0,2.0,1
2,9,1.0,1.9,1
2,9,1.0,1.8,1
2,9,1.0,1.7,1
2,9,1.0,1.6,1
2,9,1.0,1.5,1
2,9,1.0,1.4,1
2,9,1.0,1.3,1
2,9,1.0,1.2,1
2,9,1.0,1.1,1
2,9,1.0,1.0,1
2,9,1.0,1.0,0
2,9,1.0,1.1,1
2,9,1.0,1.0,0
2,9,1.0,1.1,1
2,3,0.5,1.0,1
2,3,0.5,0.95,1
2,3,0.5,0.9,1
2,3,0.5,0.85,1
2,3,0.5,0.8,1
2,3,0.5,0.75,1
2,3,0.5,0.7,1
2,3,0.5,0.65,1
2,3,0.5,0.6,1
2,3,0.5,0.55,1
2,3,0.5,0.5,1
2,3,0.5,0.5,0
2,3,0.5,0.55,1
2,3,0.5,0.5,1
2,3,0.5,0.5,0
2,3,0.5,0.55,0
2,3,0.5,0.6,1
2,7,5.5,11.0,1
2,7,5.5,10.45,1
2,7,5.5,9.9,1
2,7,5.5,9.35,1
2,7,5.5,8.8,1
2,7,5.5,8.25,1
2,7,5.5,7.7,1
2,7,5.5,7.15,1
2,7,5.5,6.6,1
2,7,5.5,6.05,1
2,7,5.5,5.5,1
2,7,5.5,5.5,1
2,7,5.5,5.5,0
2,7,5.5,6.05,1
2,7,5.5,5.5,1
2,7,5.5,5.5,1
2,7,5.5,5.5,0
2,7,5.5,6.05,1
2,9,3.5,7.0,1
2,9,3.5,6.65,1
2,9,3.5,6.3,1
2,9,3.5,5.95,1
2,9,3.5,5.6,1
2,9,3.5,5.25,1
2,9,3.5,4.9,1
2,9,3.5,4.55,1
2,9,3.5,4.2,1
2,9,3.5,3.85,1
2,9,3.5,3.5,0
2,9,3.5,3.85,1
2,9,3.5,3.5,1
2,9,3.5,3.5,1
2,9,3.5,3.5,1
2,9,3.5,3.5,0
2,9,3.5,3.85,1
2,3,5.5,11.0,1
2,3,5.5,10.45,1
2,3,5.5,9.9,1
2,3,5.5,9.35,1
2,3,5.5,8.8,1
2,3,5.5,8.25,1
2,3,5.5,7.7,1
2,3,5.5,7.15,1
2,3,5.5,6.6,1
2,3,5.5,6.05,1
2,3,5.5,5.5,0
2,3,5.5,6.05,1
2,3,5.5,5.5,1
2,3,5.5,5.5,1
2,3,5.5,5.5,1
2,3,5.5,5.5,0
2,3,5.5,6.05,1
2,7,3.5,7.0,1
2,7,3.5,6.65,1
2,7,3.5,6.3,0
2,7,3.5,6.65,1
2,7,3.5,6.3,1
2,7,3.5,5.95,1
2,7,3.5,5.6,1
2,7,3.5,5.25,1
2,7,3.5,4.9,1
2,7,3.5,4.55,1
2,7,3.5,4.2,1
2,7,3.5,3.85,1
2,7,3.5,3.5,0
2,7,3.5,3.85,1
2,5,0.5,1.0,1
2,5,0.5,0.95,1
2,5,0.5,0.9,1
2,5,0.5,0.85,1
2,5,0.5,0.8,1
2,5,0.5,0.75,1
2,5,0.5,0.7,1
2,5,0.5,0.65,1
2,5,0.5,0.6,1
2,5,0.5,0.55,1
2,5,0.5,0.5,1
2,5,0.5,0.5,1
2,5,0.5,0.5,1
2,5,0.5,0.5,0
2,5,0.5,0.55,1
2,5,0.5,0.5,0
2,5,0.5,0.55,0
2,5,0.5,0.6,1
2,7,2.0,4.0,1
2,7,2.0,3.8,1
2,7,2.0,3.6,1
2,7,2.0,3.4,1
2,7,2.0,3.2,1
2,7,2.0,3.0,1
2,7,2.0,2.8,1
2,7,2.0,2.6,1
2,7,2.0,2.4,1
2,7,2.0,2.2,1
2,7,2.0,2.0,0
2,7,2.0,2.2,1
2,7,2.0,2.0,0
2,7,2.0,2.2,1
2,5,1.0,2.0,1
2,5,1.0,1.9,1
2,5,1.0,1.8,1
2,5,1.0,1.7,1
2,5,1.0,1.6,1
2,5,1.0,1.5,1
2,5,1.0,1.4,1
2,5,1.0,1.3,1
2,5,1.0,1.2,1
2,5,1.0,1.1,1
2,5,1.0,1.0,0
2,5,1.0,1.1,1
2,5,1.0,1.0,0
2,5,1.0,1.1,1
2,3,1.0,2.0,1
2,3,1.0,1.9,1
2,3,1.0,1.8,1
2,3,1.0,1.7,1
2,3,1.0,1.6,1
2,3,1.0,1.5,1
2,3,1.0,1.4,1
2,3,1.0,1.3,1
2,3,1.0,1.2,1
2,3,1.0,1.1,1
2,3,1.0,1.0,0
2,3,1.0,1.1,1
2,3,1.0,1.0,0
2,3,1.0,1.1,1
2,9,2.0,4.0,1
2,9,2.0,3.8,1
2,9,2.0,3.6,1
2,9,2.0,3.4,1
2,9,2.0,3.2,1
2,9,2.0,3.0,1
2,9,2.0,2.8,1
2,9,2.0,2.6,1
2,9,2.0,2.4,1
2,9,2.0,2.2,1
2,9,2.0,2.0,0
2,9,2.0,2.2,1
2,9,2.0,2.0,1
2,9,2.0,2.0,1
2,9,2.0,2.0,1
2,9,2.0,2.0,0
2,9,2.0,2.2,1
3,9,5.5,11.0,1
3,9,5.5,10.45,1
3,9,5.5,9.9,1
3,9,5.5,9.35,1
3,9,5.5,8.8,1
3,9,5.5,8.25,1
3,9,5.5,7.7,1
3,9,5.5,7.15,1
3,9,5.5,6.6,1
3,9,5.5,6.05,1
3,9,5.5,5.5,0
3,9,5.5,6.05,1
3,9,5.5,5.5,0
3,9,5.5,6.05,1
3,3,3.5,7.0,1
3,3,3.5,6.65,1
3,3,3.5,6.3,1
3,3,3.5,5.95,1
3,3,3.5,5.6,1
3,3,3.5,5.25,1
3,3,3.5,4.9,1
3,3,3.5,4.55,1
3,3,3.5,4.2,1
3,3,3.5,3.85,1
3,3,3.5,3.5,0
3,3,3.5,3.85,1
3,3,3.5,3.5,0
3,3,3.5,3.85,1
3,5,5.5,11.0,1
3,5,5.5,10.45,1
3,5,5.5,9.9,1
3,5,5.5,9.35,1
3,5,5.5,8.8,1
3,5,5.5,8.25,1
3,5,5.5,7.7,1
3,5,5.5,7.15,1
3,5,5.5,6.6,1
3,5,5.5,6.05,1
3,5,5.5,5.5,1
3,5,5.5,5.5,1
3,5,5.5,5.5,1
3,5,5.5,5.5,0
3,5,5.5,6.05,1
3,5,5.5,5.5,1
3,5,5.5,5.5,0
3,5,5.5,6.05,1
3,7,1.0,2.0,1
3,7,1.0,1.9,1
3,7,1.0,1.8,1
3,7,1.0,1.7,1
3,7,1.0,1.6,1
3,7,1.0,1.5,1
3,7,1.0,1.4,1
3,7,1.0,1.3,1
3,7,1.0,1.2,1
3,7,1.0,1.1,1
3,7,1.0,1.0,0
3,7,1.0,1.1,1
3,7,1.0,1.0,1
3,7,1.0,1.0,0
3,7,1.0,1.1,1
3,5,3.5,7.0,1
3,5,3.5,6.65,1
3,5,3.5,6.3,1
3,5,3.5,5.95,1
3,5,3.5,5.6,1
3,5,3.5,5.25,1
3,5,3.5,4.9,1
3,5,3.5,4.55,1
3,5,3.5,4.2,1
3,5,3.5,3.85,1
3,5,3.5,3.5,0
3,5,3.5,3.85,1
3,5,3.5,3.5,1
3,5,3.5,3.5,0
3,5,3.5,3.85,0
3,5,3.5,4.2,1
3,7,0.5,1.0,1
3,7,0.5,0.95,1
3,7,0.5,0.9,1
3,7,0.5,0.85,1
3,7,0.5,0.8,1
3,7,0.5,0.75,1
3,7,0.5,0.7,1
3,7,0.5,0.65,1
3,7,0.5,0.6,1
3,7,0.5,0.55,1
3,7,0.5,0.5,0
3,7,0.5,0.55,1
3,7,0.5,0.5,0
3,7,0.5,0.55,1
3,9,0.5,1.0,1
3,9,0.5,0.95,1
3,9,0.5,0.9,1
3,9,0.5,0.85,1
3,9,0.5,0.8,1
3,9,0.5,0.75,1
3,9,0.5,0.7,1
3,9,0.5,0.65,1
3,9,0.5,0.6,1
3,9,0.5,0.55,1
3,9,0.5,0.5,0
3,9,0.5,0.55,1
3,9,0.5,0.5,0
3,9,0.5,0.55,0
3,9,0.5,0.6,1
3,3,2.0,4.0,1
3,3,2.0,3.8,1
3,3,2.0,3.6,1
3,3,2.0,3.4,1
3,3,2.0,3.2,1
3,3,2.0,3.0,1
3,3,2.0,2.8,1
3,3,2.0,2.6,1
3,3,2.0,2.4,1
3,3,2.0,2.2,1
3,3,2.0,2.0,1
3,3,2.0,2.0,0
3,3,2.0,2.2,0
3,3,2.0,2.4,1
3,3,2.0,2.2,1
3,3,2.0,2.0,0
3,3,2.0,2.2,1
3,5,2.0,4.0,1
3,5,2.0,3.8,1
3,5,2.0,3.6,1
3,5,2.0,3.4,1
3,5,2.0,3.2,1
3,5,2.0,3.0,1
3,5,2.0,2.8,1
3,5,2.0,2.6,1
3,5,2.0,2.4,1
3,5,2.0,2.2,1
3,5,2.0,2.0,1
3,5,2.0,2.0,0
3,5,2.0,2.2,1
3,5,2.0,2.0,1
3,5,2.0,2.0,1
3,5,2.0,2.0,0
3,5,2.0,2.2,0
3,5,2.0,2.4,1
3,9,1.0,2.0,1
3,9,1.0,1.9,1
3,9,1.0,1.8,1
3,9,1.0,1.7,1
3,9,1.0,1.6,1
3,9,1.0,1.5,1
3,9,1.0,1.4,1
3,9,1.0,1.3,1
3,9,1.0,1.2,1
3,9,1.0,1.1,1
3,9,1.0,1.0,1
3,9,1.0,1.0,1
3,9,1.0,1.0,1
3,9,1.0,1.0,0
3,9,1.0,1.1,0
3,9,1.0,1.2,1
3,9,1.0,1.1,1
3,9,1.0,1.0,1
3,9,1.0,1.0,0
3,9,1.0,1.1,1
3,3,0.5,1.0,1
3,3,0.5,0.95,1
3,3,0.5,0.9,1
3,3,0.5,0.85,1
3,3,0.5,0.8,1
3,3,0.5,0.75,1
3,3,0.5,0.7,1
3,3,0.5,0.65,1
3,3,0.5,0.6,1
3,3,0.5,0.55,1
3,3,0.5,0.5,1
3,3,0.5,0.5,0
3,3,0.5,0.55,1
3,3,0.5,0.5,1
3,3,0.5,0.5,0
3,3,0.5,0.55,1
3,7,5.5,11.0,1
3,7,5.5,10.45,1
3,7,5.5,9.9,1
3,7,5.5,9.35,1
3,7,5.5,8.8,1
3,7,5.5,8.25,1
3,7,5.5,7.7,1
3,7,5.5,7.15,1
3,7,5.5,6.6,1
3,7,5.5,6.05,1
3,7,5.5,5.5,1
3,7,5.5,5.5,1
3,7,5.5,5.5,0
3,7,5.5,6.05,1
3,7,5.5,5.5,1
3,7,5.5,5.5,0
3,7,5.5,6.05,1
3,9,3.5,7.0,1
3,9,3.5,6.65,1
3,9,3.5,6.3,1
3,9,3.5,5.95,1
3,9,3.5,5.6,1
3,9,3.5,5.25,1
3,9,3.5,4.9,1
3,9,3.5,4.55,1
3,9,3.5,4.2,1
3,9,3.5,3.85,1
3,9,3.5,3.5,1
3,9,3.5,3.5,1
3,9,3.5,3.5,1
3,9,3.5,3.5,1
3,9,3.5,3.5,1
3,9,3.5,3.5,0
3,9,3.5,3.85,0
3,9,3.5,4.2,1
3,9,3.5,3.85,1
3,9,3.5,3.5,1
3,9,3.5,3.5,0
3,9,3.5,3.85,1
3,3,5.5,11.0,1
3,3,5.5,10.45,1
3,3,5.5,9.9,1
3,3,5.5,9.35,1
3,3,5.5,8.8,1
3,3,5.5,8.25,1
3,3,5.5,7.7,1
3,3,5.5,7.15,1
3,3,5.5,6.6,1
3,3,5.5,6.05,1
3,3,5.5,5.5,1
3,3,5.5,5.5,0
3,3,5.5,6.05,1
3,3,5.5,5.5,0
3,3,5.5,6.05,1
3,7,3.5,7.0,1
3,7,3.5,6.65,1
3,7,3.5,6.3,1
3,7,3.5,5.95,1
3,7,3.5,5.6,1
3,7,3.5,5.25,1
3,7,3.5,4.9,1
3,7,3.5,4.55,1
3,7,3.5,4.2,1
3,7,3.5,3.85,0
3,7,3.5,4.2,1
3,7,3.5,3.85,1
3,7,3.5,3.5,0
3,7,3.5,3.85,1
3,5,0.5,1.0,1
3,5,0.5,0.95,1
3,5,0.5,0.9,1
3,5,0.5,0.85,1
3,5,0.5,0.8,1
3,5,0.5,0.75,1
3,5,0.5,0.7,1
3,5,0.5,0.65,1
3,5,0.5,0.6,1
3,5,0.5,0.55,1
3,5,0.5,0.5,1
3,5,0.5,0.5,0
3,5,0.5,0.55,0
3,5,0.5,0.6,1
3,5,0.5,0.55,1
3,5,0.5,0.5,1
3,5,0.5,0.5,0
3,5,0.5,0.55,0
3,5,0.5,0.6,1
3,7,2.0,4.0,1
3,7,2.0,3.8,1
3,7,2.0,3.6,0
3,7,2.0,3.8,1
3,7,2.0,3.6,1
3,7,2.0,3.4,1
3,7,2.0,3.2,1
3,7,2.0,3.0,1
3,7,2.0,2.8,1
3,7,2.0,2.6,1
3,7,2.0,2.4,1
3,7,2.0,2.2,1
3,7,2.0,2.0,1
3,7,2.0,2.0,1
3,7,2.0,2.0,1
3,7,2.0,2.0,0
3,7,2.0,2.2,1
3,5,1.0,2.0,1
3,5,1.0,1.9,1
3,5,1.0,1.8,1
3,5,1.0,1.7,0
3,5,1.0,1.8,1
3,5,1.0,1.7,1
3,5,1.0,1.6,1
3,5,1.0,1.5,1
3,5,1.0,1.4,1
3,5,1.0,1.3,1
3,5,1.0,1.2,1
3,5,1.0,1.1,1
3,5,1.0,1.0,0
3,5,1.0,1.1,1
3,3,1.0,2.0,1
3,3,1.0,1.9,1
3,3,1.0,1.8,1
3,3,1.0,1.7,1
3,3,1.0,1.6,1
3,3,1.0,1.5,0
3,3,1.0,1.6,1
3,3,1.0,1.5,1
3,3,1.0,1.4,1
3,3,1.0,1.3,0
3,3,1.0,1.4,1
3,9,2.0,4.0,1
3,9,2.0,3.8,1
3,9,2.0,3.6,1
3,9,2.0,3.4,1
3,9,2.0,3.2,1
3,9,2.0,3.0,1
3,9,2.0,2.8,1
3,9,2.0,2.6,1
3,9,2.0,2.4,0
3,9,2.0,2.6,1
3,9,2.0,2.4,1
3,9,2.0,2.2,1
3,9,2.0,2.0,1
3,9,2.0,2.0,0
3,9,2.0,2.2,1
4,9,5.5,11.0,1
4,9,5.5,10.45,1
4,9,5.5,9.9,1
4,9,5.5,9.35,1
4,9,5.5,8.8,1
4,9,5.5,8.25,1
4,9,5.5,7.7,1
4,9,5.5,7.15,1
4,9,5.5,6.6,1
4,9,5.5,6.05,1
4,9,5.5,5.5,0
4,9,5.5,6.05,1
4,9,5.5,5.5,1
4,9,5.5,5.5,1
4,9,5.5,5.5,1
4,9,5.5,5.5,0
4,9,5.5,6.05,1
4,3,3.5,7.0,1
4,3,3.5,6.65,1
4,3,3.5,6.3,1
4,3,3.5,5.95,1
4,3,3.5,5.6,1
4,3,3.5,5.25,1
4,3,3.5,4.9,1
4,3,3.5,4.55,1
4,3,3.5,4.2,1
4,3,3.5,3.85,0
4,3,3.5,4.2,1
4,3,3.5,3.85,1
4,3,3.5,3.5,0
4,3,3.5,3.85,1
4,5,5.5,11.0,1
4,5,5.5,10.45,1
